Hour,Date,Location
5,8/1/20,RI20_1
6,8/1/20,RI20_1
7,8/1/20,RI20_1
8,8/1/20,RI20_1
9,8/1/20,RI20_1
10,8/1/20,RI20_1
11,8/1/20,RI20_1
12,8/1/20,RI20_1
13,8/1/20,RI20_1
14,8/1/20,RI20_1
15,8/1/20,RI20_1
16,8/1/20,RI20_1
17,8/1/20,RI20_1
18,8/1/20,RI20_1
19,8/1/20,RI20_1
20,8/1/20,RI20_1
21,8/1/20,RI20_1
22,8/1/20,RI20_1
23,8/1/20,RI20_1
0,8/2/20,RI20_1
1,8/2/20,RI20_1
2,8/2/20,RI20_1
3,8/2/20,RI20_1
4,8/2/20,RI20_1
5,8/2/20,RI20_1
6,8/2/20,RI20_1
7,8/2/20,RI20_1
8,8/2/20,RI20_1
9,8/2/20,RI20_1
10,8/2/20,RI20_1
11,8/2/20,RI20_1
12,8/2/20,RI20_1
13,8/2/20,RI20_1
14,8/2/20,RI20_1
15,8/2/20,RI20_1
16,8/2/20,RI20_1
17,8/2/20,RI20_1
18,8/2/20,RI20_1
19,8/2/20,RI20_1
20,8/2/20,RI20_1
21,8/2/20,RI20_1
22,8/2/20,RI20_1
23,8/2/20,RI20_1
0,8/3/20,RI20_1
1,8/3/20,RI20_1
2,8/3/20,RI20_1
3,8/3/20,RI20_1
4,8/3/20,RI20_1
5,8/3/20,RI20_1
6,8/3/20,RI20_1
7,8/3/20,RI20_1
8,8/3/20,RI20_1
9,8/3/20,RI20_1
10,8/3/20,RI20_1
11,8/3/20,RI20_1
12,8/3/20,RI20_1
13,8/3/20,RI20_1
14,8/3/20,RI20_1
15,8/3/20,RI20_1
16,8/3/20,RI20_1
17,8/3/20,RI20_1
18,8/3/20,RI20_1
19,8/3/20,RI20_1
20,8/3/20,RI20_1
21,8/3/20,RI20_1
22,8/3/20,RI20_1
23,8/3/20,RI20_1
0,8/4/20,RI20_1
1,8/4/20,RI20_1
2,8/4/20,RI20_1
3,8/4/20,RI20_1
4,8/4/20,RI20_1
5,8/4/20,RI20_1
6,8/4/20,RI20_1
7,8/4/20,RI20_1
8,8/4/20,RI20_1
9,8/4/20,RI20_1
10,8/4/20,RI20_1
11,8/4/20,RI20_1
12,8/4/20,RI20_1
13,8/4/20,RI20_1
14,8/4/20,RI20_1
15,8/4/20,RI20_1
16,8/4/20,RI20_1
17,8/4/20,RI20_1
18,8/4/20,RI20_1
19,8/4/20,RI20_1
20,8/4/20,RI20_1
21,8/4/20,RI20_1
22,8/4/20,RI20_1
23,8/4/20,RI20_1
0,8/5/20,RI20_1
1,8/5/20,RI20_1
2,8/5/20,RI20_1
3,8/5/20,RI20_1
4,8/5/20,RI20_1
5,8/5/20,RI20_1
6,8/5/20,RI20_1
7,8/5/20,RI20_1
8,8/5/20,RI20_1
9,8/5/20,RI20_1
10,8/5/20,RI20_1
11,8/5/20,RI20_1
12,8/5/20,RI20_1
13,8/5/20,RI20_1
14,8/5/20,RI20_1
15,8/5/20,RI20_1
16,8/5/20,RI20_1
17,8/5/20,RI20_1
18,8/5/20,RI20_1
19,8/5/20,RI20_1
20,8/5/20,RI20_1
21,8/5/20,RI20_1
22,8/5/20,RI20_1
23,8/5/20,RI20_1
0,8/6/20,RI20_1
1,8/6/20,RI20_1
2,8/6/20,RI20_1
3,8/6/20,RI20_1
4,8/6/20,RI20_1
5,8/6/20,RI20_1
6,8/6/20,RI20_1
7,8/6/20,RI20_1
8,8/6/20,RI20_1
9,8/6/20,RI20_1
10,8/6/20,RI20_1
11,8/6/20,RI20_1
12,8/6/20,RI20_1
13,8/6/20,RI20_1
14,8/6/20,RI20_1
15,8/6/20,RI20_1
16,8/6/20,RI20_1
17,8/6/20,RI20_1
18,8/6/20,RI20_1
19,8/6/20,RI20_1
20,8/6/20,RI20_1
21,8/6/20,RI20_1
22,8/6/20,RI20_1
23,8/6/20,RI20_1
0,8/7/20,RI20_1
1,8/7/20,RI20_1
2,8/7/20,RI20_1
3,8/7/20,RI20_1
4,8/7/20,RI20_1
5,8/7/20,RI20_1
6,8/7/20,RI20_1
7,8/7/20,RI20_1
8,8/7/20,RI20_1
9,8/7/20,RI20_1
10,8/7/20,RI20_1
11,8/7/20,RI20_1
12,8/7/20,RI20_1
13,8/7/20,RI20_1
14,8/7/20,RI20_1
15,8/7/20,RI20_1
16,8/7/20,RI20_1
17,8/7/20,RI20_1
18,8/7/20,RI20_1
19,8/7/20,RI20_1
20,8/7/20,RI20_1
21,8/7/20,RI20_1
22,8/7/20,RI20_1
23,8/7/20,RI20_1
0,8/8/20,RI20_1
1,8/8/20,RI20_1
2,8/8/20,RI20_1
3,8/8/20,RI20_1
4,8/8/20,RI20_1
5,8/8/20,RI20_1
6,8/8/20,RI20_1
7,8/8/20,RI20_1
8,8/8/20,RI20_1
9,8/8/20,RI20_1
10,8/8/20,RI20_1
11,8/8/20,RI20_1
12,8/8/20,RI20_1
13,8/8/20,RI20_1
14,8/8/20,RI20_1
15,8/8/20,RI20_1
16,8/8/20,RI20_1
17,8/8/20,RI20_1
18,8/8/20,RI20_1
19,8/8/20,RI20_1
20,8/8/20,RI20_1
21,8/8/20,RI20_1
22,8/8/20,RI20_1
23,8/8/20,RI20_1
0,8/9/20,RI20_1
1,8/9/20,RI20_1
2,8/9/20,RI20_1
3,8/9/20,RI20_1
4,8/9/20,RI20_1
5,8/9/20,RI20_1
6,8/9/20,RI20_1
7,8/9/20,RI20_1
8,8/9/20,RI20_1
9,8/9/20,RI20_1
10,8/9/20,RI20_1
11,8/9/20,RI20_1
12,8/9/20,RI20_1
13,8/9/20,RI20_1
14,8/9/20,RI20_1
15,8/9/20,RI20_1
16,8/9/20,RI20_1
17,8/9/20,RI20_1
18,8/9/20,RI20_1
19,8/9/20,RI20_1
20,8/9/20,RI20_1
21,8/9/20,RI20_1
22,8/9/20,RI20_1
23,8/9/20,RI20_1
0,8/10/20,RI20_1
1,8/10/20,RI20_1
2,8/10/20,RI20_1
3,8/10/20,RI20_1
4,8/10/20,RI20_1
5,8/10/20,RI20_1
6,8/10/20,RI20_1
7,8/10/20,RI20_1
8,8/10/20,RI20_1
9,8/10/20,RI20_1
10,8/10/20,RI20_1
11,8/10/20,RI20_1
12,8/10/20,RI20_1
13,8/10/20,RI20_1
14,8/10/20,RI20_1
15,8/10/20,RI20_1
16,8/10/20,RI20_1
17,8/10/20,RI20_1
18,8/10/20,RI20_1
19,8/10/20,RI20_1
20,8/10/20,RI20_1
21,8/10/20,RI20_1
22,8/10/20,RI20_1
23,8/10/20,RI20_1
0,8/11/20,RI20_1
1,8/11/20,RI20_1
2,8/11/20,RI20_1
3,8/11/20,RI20_1
4,8/11/20,RI20_1
5,8/11/20,RI20_1
6,8/11/20,RI20_1
7,8/11/20,RI20_1
8,8/11/20,RI20_1
9,8/11/20,RI20_1
10,8/11/20,RI20_1
11,8/11/20,RI20_1
12,8/11/20,RI20_1
13,8/11/20,RI20_1
14,8/11/20,RI20_1
15,8/11/20,RI20_1
16,8/11/20,RI20_1
17,8/11/20,RI20_1
18,8/11/20,RI20_1
19,8/11/20,RI20_1
20,8/11/20,RI20_1
21,8/11/20,RI20_1
22,8/11/20,RI20_1
23,8/11/20,RI20_1
0,8/12/20,RI20_1
1,8/12/20,RI20_1
2,8/12/20,RI20_1
3,8/12/20,RI20_1
4,8/12/20,RI20_1
5,8/12/20,RI20_1
6,8/12/20,RI20_1
7,8/12/20,RI20_1
8,8/12/20,RI20_1
9,8/12/20,RI20_1
10,8/12/20,RI20_1
11,8/12/20,RI20_1
12,8/12/20,RI20_1
13,8/12/20,RI20_1
14,8/12/20,RI20_1
15,8/12/20,RI20_1
16,8/12/20,RI20_1
17,8/12/20,RI20_1
18,8/12/20,RI20_1
19,8/12/20,RI20_1
20,8/12/20,RI20_1
21,8/12/20,RI20_1
22,8/12/20,RI20_1
23,8/12/20,RI20_1
0,8/13/20,RI20_1
1,8/13/20,RI20_1
2,8/13/20,RI20_1
3,8/13/20,RI20_1
4,8/13/20,RI20_1
5,8/13/20,RI20_1
6,8/13/20,RI20_1
7,8/13/20,RI20_1
8,8/13/20,RI20_1
9,8/13/20,RI20_1
10,8/13/20,RI20_1
11,8/13/20,RI20_1
12,8/13/20,RI20_1
13,8/13/20,RI20_1
14,8/13/20,RI20_1
15,8/13/20,RI20_1
16,8/13/20,RI20_1
17,8/13/20,RI20_1
18,8/13/20,RI20_1
19,8/13/20,RI20_1
20,8/13/20,RI20_1
21,8/13/20,RI20_1
22,8/13/20,RI20_1
23,8/13/20,RI20_1
0,8/14/20,RI20_1
1,8/14/20,RI20_1
2,8/14/20,RI20_1
3,8/14/20,RI20_1
4,8/14/20,RI20_1
5,8/14/20,RI20_1
6,8/14/20,RI20_1
7,8/14/20,RI20_1
8,8/14/20,RI20_1
9,8/14/20,RI20_1
10,8/14/20,RI20_1
11,8/14/20,RI20_1
12,8/14/20,RI20_1
13,8/14/20,RI20_1
14,8/14/20,RI20_1
15,8/14/20,RI20_1
16,8/14/20,RI20_1
17,8/14/20,RI20_1
18,8/14/20,RI20_1
19,8/14/20,RI20_1
20,8/14/20,RI20_1
21,8/14/20,RI20_1
22,8/14/20,RI20_1
23,8/14/20,RI20_1
0,8/15/20,RI20_1
1,8/15/20,RI20_1
2,8/15/20,RI20_1
3,8/15/20,RI20_1
4,8/15/20,RI20_1
5,8/15/20,RI20_1
6,8/15/20,RI20_1
7,8/15/20,RI20_1
8,8/15/20,RI20_1
9,8/15/20,RI20_1
10,8/15/20,RI20_1
11,8/15/20,RI20_1
12,8/15/20,RI20_1
13,8/15/20,RI20_1
14,8/15/20,RI20_1
15,8/15/20,RI20_1
16,8/15/20,RI20_1
17,8/15/20,RI20_1
18,8/15/20,RI20_1
19,8/15/20,RI20_1
20,8/15/20,RI20_1
21,8/15/20,RI20_1
22,8/15/20,RI20_1
23,8/15/20,RI20_1
0,8/16/20,RI20_1
1,8/16/20,RI20_1
2,8/16/20,RI20_1
3,8/16/20,RI20_1
4,8/16/20,RI20_1
5,8/16/20,RI20_1
6,8/16/20,RI20_1
7,8/16/20,RI20_1
8,8/16/20,RI20_1
9,8/16/20,RI20_1
10,8/16/20,RI20_1
11,8/16/20,RI20_1
12,8/16/20,RI20_1
13,8/16/20,RI20_1
14,8/16/20,RI20_1
15,8/16/20,RI20_1
16,8/16/20,RI20_1
17,8/16/20,RI20_1
18,8/16/20,RI20_1
19,8/16/20,RI20_1
20,8/16/20,RI20_1
21,8/16/20,RI20_1
22,8/16/20,RI20_1
23,8/16/20,RI20_1
0,8/17/20,RI20_1
1,8/17/20,RI20_1
2,8/17/20,RI20_1
3,8/17/20,RI20_1
4,8/17/20,RI20_1
5,8/17/20,RI20_1
6,8/17/20,RI20_1
7,8/17/20,RI20_1
8,8/17/20,RI20_1
9,8/17/20,RI20_1
10,8/17/20,RI20_1
11,8/17/20,RI20_1
12,8/17/20,RI20_1
13,8/17/20,RI20_1
14,8/17/20,RI20_1
15,8/17/20,RI20_1
16,8/17/20,RI20_1
17,8/17/20,RI20_1
18,8/17/20,RI20_1
19,8/17/20,RI20_1
20,8/17/20,RI20_1
21,8/17/20,RI20_1
22,8/17/20,RI20_1
23,8/17/20,RI20_1
0,8/18/20,RI20_1
1,8/18/20,RI20_1
2,8/18/20,RI20_1
3,8/18/20,RI20_1
4,8/18/20,RI20_1
5,8/18/20,RI20_1
6,8/18/20,RI20_1
7,8/18/20,RI20_1
8,8/18/20,RI20_1
15,7/22/20,RI20_2
16,7/22/20,RI20_2
17,7/22/20,RI20_2
18,7/22/20,RI20_2
19,7/22/20,RI20_2
20,7/22/20,RI20_2
21,7/22/20,RI20_2
22,7/22/20,RI20_2
23,7/22/20,RI20_2
0,7/23/20,RI20_2
1,7/23/20,RI20_2
2,7/23/20,RI20_2
3,7/23/20,RI20_2
4,7/23/20,RI20_2
5,7/23/20,RI20_2
6,7/23/20,RI20_2
7,7/23/20,RI20_2
8,7/23/20,RI20_2
9,7/23/20,RI20_2
10,7/23/20,RI20_2
11,7/23/20,RI20_2
12,7/23/20,RI20_2
13,7/23/20,RI20_2
14,7/23/20,RI20_2
15,7/23/20,RI20_2
16,7/23/20,RI20_2
17,7/23/20,RI20_2
18,7/23/20,RI20_2
19,7/23/20,RI20_2
20,7/23/20,RI20_2
21,7/23/20,RI20_2
22,7/23/20,RI20_2
23,7/23/20,RI20_2
0,7/24/20,RI20_2
1,7/24/20,RI20_2
2,7/24/20,RI20_2
3,7/24/20,RI20_2
4,7/24/20,RI20_2
5,7/24/20,RI20_2
6,7/24/20,RI20_2
7,7/24/20,RI20_2
8,7/24/20,RI20_2
9,7/24/20,RI20_2
10,7/24/20,RI20_2
11,7/24/20,RI20_2
12,7/24/20,RI20_2
13,7/24/20,RI20_2
14,7/24/20,RI20_2
15,7/24/20,RI20_2
16,7/24/20,RI20_2
17,7/24/20,RI20_2
18,7/24/20,RI20_2
19,7/24/20,RI20_2
20,7/24/20,RI20_2
21,7/24/20,RI20_2
22,7/24/20,RI20_2
23,7/24/20,RI20_2
0,7/25/20,RI20_2
1,7/25/20,RI20_2
2,7/25/20,RI20_2
3,7/25/20,RI20_2
4,7/25/20,RI20_2
5,7/25/20,RI20_2
6,7/25/20,RI20_2
7,7/25/20,RI20_2
8,7/25/20,RI20_2
9,7/25/20,RI20_2
10,7/25/20,RI20_2
11,7/25/20,RI20_2
12,7/25/20,RI20_2
13,7/25/20,RI20_2
14,7/25/20,RI20_2
15,7/25/20,RI20_2
16,7/25/20,RI20_2
17,7/25/20,RI20_2
18,7/25/20,RI20_2
19,7/25/20,RI20_2
20,7/25/20,RI20_2
21,7/25/20,RI20_2
22,7/25/20,RI20_2
23,7/25/20,RI20_2
0,7/26/20,RI20_2
1,7/26/20,RI20_2
2,7/26/20,RI20_2
3,7/26/20,RI20_2
4,7/26/20,RI20_2
5,7/26/20,RI20_2
6,7/26/20,RI20_2
7,7/26/20,RI20_2
8,7/26/20,RI20_2
9,7/26/20,RI20_2
10,7/26/20,RI20_2
11,7/26/20,RI20_2
12,7/26/20,RI20_2
13,7/26/20,RI20_2
14,7/26/20,RI20_2
15,7/26/20,RI20_2
16,7/26/20,RI20_2
17,7/26/20,RI20_2
18,7/26/20,RI20_2
19,7/26/20,RI20_2
20,7/26/20,RI20_2
21,7/26/20,RI20_2
22,7/26/20,RI20_2
23,7/26/20,RI20_2
0,7/27/20,RI20_2
1,7/27/20,RI20_2
2,7/27/20,RI20_2
3,7/27/20,RI20_2
4,7/27/20,RI20_2
5,7/27/20,RI20_2
6,7/27/20,RI20_2
7,7/27/20,RI20_2
8,7/27/20,RI20_2
9,7/27/20,RI20_2
10,7/27/20,RI20_2
11,7/27/20,RI20_2
12,7/27/20,RI20_2
13,7/27/20,RI20_2
14,7/27/20,RI20_2
15,7/27/20,RI20_2
16,7/27/20,RI20_2
17,7/27/20,RI20_2
18,7/27/20,RI20_2
19,7/27/20,RI20_2
20,7/27/20,RI20_2
21,7/27/20,RI20_2
22,7/27/20,RI20_2
23,7/27/20,RI20_2
0,7/28/20,RI20_2
1,7/28/20,RI20_2
2,7/28/20,RI20_2
3,7/28/20,RI20_2
4,7/28/20,RI20_2
5,7/28/20,RI20_2
6,7/28/20,RI20_2
7,7/28/20,RI20_2
8,7/28/20,RI20_2
9,7/28/20,RI20_2
10,7/28/20,RI20_2
11,7/28/20,RI20_2
12,7/28/20,RI20_2
13,7/28/20,RI20_2
14,7/28/20,RI20_2
15,7/28/20,RI20_2
16,7/28/20,RI20_2
17,7/28/20,RI20_2
18,7/28/20,RI20_2
19,7/28/20,RI20_2
20,7/28/20,RI20_2
21,7/28/20,RI20_2
22,7/28/20,RI20_2
23,7/28/20,RI20_2
0,7/29/20,RI20_2
1,7/29/20,RI20_2
2,7/29/20,RI20_2
3,7/29/20,RI20_2
4,7/29/20,RI20_2
5,7/29/20,RI20_2
6,7/29/20,RI20_2
7,7/29/20,RI20_2
8,7/29/20,RI20_2
9,7/29/20,RI20_2
10,7/29/20,RI20_2
11,7/29/20,RI20_2
12,7/29/20,RI20_2
13,7/29/20,RI20_2
14,7/29/20,RI20_2
15,7/29/20,RI20_2
16,7/29/20,RI20_2
17,7/29/20,RI20_2
18,7/29/20,RI20_2
19,7/29/20,RI20_2
20,7/29/20,RI20_2
21,7/29/20,RI20_2
22,7/29/20,RI20_2
23,7/29/20,RI20_2
0,7/30/20,RI20_2
1,7/30/20,RI20_2
2,7/30/20,RI20_2
3,7/30/20,RI20_2
4,7/30/20,RI20_2
5,7/30/20,RI20_2
6,7/30/20,RI20_2
7,7/30/20,RI20_2
8,7/30/20,RI20_2
9,7/30/20,RI20_2
10,7/30/20,RI20_2
11,7/30/20,RI20_2
12,7/30/20,RI20_2
13,7/30/20,RI20_2
14,7/30/20,RI20_2
15,7/30/20,RI20_2
16,7/30/20,RI20_2
17,7/30/20,RI20_2
18,7/30/20,RI20_2
19,7/30/20,RI20_2
20,7/30/20,RI20_2
21,7/30/20,RI20_2
22,7/30/20,RI20_2
23,7/30/20,RI20_2
0,7/31/20,RI20_2
1,7/31/20,RI20_2
2,7/31/20,RI20_2
3,7/31/20,RI20_2
4,7/31/20,RI20_2
5,7/31/20,RI20_2
6,7/31/20,RI20_2
7,7/31/20,RI20_2
8,7/31/20,RI20_2
9,7/31/20,RI20_2
10,7/31/20,RI20_2
11,7/31/20,RI20_2
12,7/31/20,RI20_2
13,7/31/20,RI20_2
14,7/31/20,RI20_2
15,7/31/20,RI20_2
16,7/31/20,RI20_2
17,7/31/20,RI20_2
18,7/31/20,RI20_2
19,7/31/20,RI20_2
20,7/31/20,RI20_2
21,7/31/20,RI20_2
22,7/31/20,RI20_2
23,7/31/20,RI20_2
0,8/1/20,RI20_2
1,8/1/20,RI20_2
2,8/1/20,RI20_2
3,8/1/20,RI20_2
4,8/1/20,RI20_2
5,8/1/20,RI20_2
6,8/1/20,RI20_2
7,8/1/20,RI20_2
8,8/1/20,RI20_2
9,8/1/20,RI20_2
10,8/1/20,RI20_2
11,8/1/20,RI20_2
12,8/1/20,RI20_2
13,8/1/20,RI20_2
14,8/1/20,RI20_2
15,8/1/20,RI20_2
16,8/1/20,RI20_2
17,8/1/20,RI20_2
18,8/1/20,RI20_2
19,8/1/20,RI20_2
20,8/1/20,RI20_2
21,8/1/20,RI20_2
22,8/1/20,RI20_2
23,8/1/20,RI20_2
0,8/2/20,RI20_2
1,8/2/20,RI20_2
2,8/2/20,RI20_2
3,8/2/20,RI20_2
4,8/2/20,RI20_2
5,8/2/20,RI20_2
6,8/2/20,RI20_2
7,8/2/20,RI20_2
8,8/2/20,RI20_2
9,8/2/20,RI20_2
10,8/2/20,RI20_2
11,8/2/20,RI20_2
12,8/2/20,RI20_2
13,8/2/20,RI20_2
14,8/2/20,RI20_2
15,8/2/20,RI20_2
16,8/2/20,RI20_2
17,8/2/20,RI20_2
18,8/2/20,RI20_2
19,8/2/20,RI20_2
20,8/2/20,RI20_2
21,8/2/20,RI20_2
22,8/2/20,RI20_2
23,8/2/20,RI20_2
0,8/3/20,RI20_2
1,8/3/20,RI20_2
2,8/3/20,RI20_2
3,8/3/20,RI20_2
4,8/3/20,RI20_2
5,8/3/20,RI20_2
6,8/3/20,RI20_2
7,8/3/20,RI20_2
8,8/3/20,RI20_2
9,8/3/20,RI20_2
10,8/3/20,RI20_2
11,8/3/20,RI20_2
12,8/3/20,RI20_2
13,8/3/20,RI20_2
14,8/3/20,RI20_2
15,8/3/20,RI20_2
16,8/3/20,RI20_2
17,8/3/20,RI20_2
18,8/3/20,RI20_2
19,8/3/20,RI20_2
20,8/3/20,RI20_2
21,8/3/20,RI20_2
22,8/3/20,RI20_2
23,8/3/20,RI20_2
0,8/4/20,RI20_2
1,8/4/20,RI20_2
2,8/4/20,RI20_2
3,8/4/20,RI20_2
4,8/4/20,RI20_2
5,8/4/20,RI20_2
6,8/4/20,RI20_2
7,8/4/20,RI20_2
8,8/4/20,RI20_2
9,8/4/20,RI20_2
10,8/4/20,RI20_2
11,8/4/20,RI20_2
12,8/4/20,RI20_2
13,8/4/20,RI20_2
14,8/4/20,RI20_2
15,8/4/20,RI20_2
16,8/4/20,RI20_2
17,8/4/20,RI20_2
18,8/4/20,RI20_2
19,8/4/20,RI20_2
20,8/4/20,RI20_2
21,8/4/20,RI20_2
22,8/4/20,RI20_2
23,8/4/20,RI20_2
0,8/5/20,RI20_2
1,8/5/20,RI20_2
2,8/5/20,RI20_2
3,8/5/20,RI20_2
4,8/5/20,RI20_2
5,8/5/20,RI20_2
6,8/5/20,RI20_2
7,8/5/20,RI20_2
8,8/5/20,RI20_2
9,8/5/20,RI20_2
10,8/5/20,RI20_2
11,8/5/20,RI20_2
12,8/5/20,RI20_2
13,8/5/20,RI20_2
14,8/5/20,RI20_2
15,8/5/20,RI20_2
16,8/5/20,RI20_2
17,8/5/20,RI20_2
18,8/5/20,RI20_2
19,8/5/20,RI20_2
20,8/5/20,RI20_2
21,8/5/20,RI20_2
22,8/5/20,RI20_2
23,8/5/20,RI20_2
0,8/6/20,RI20_2
1,8/6/20,RI20_2
2,8/6/20,RI20_2
3,8/6/20,RI20_2
4,8/6/20,RI20_2
5,8/6/20,RI20_2
6,8/6/20,RI20_2
7,8/6/20,RI20_2
8,8/6/20,RI20_2
9,8/6/20,RI20_2
10,8/6/20,RI20_2
11,8/6/20,RI20_2
12,8/6/20,RI20_2
13,8/6/20,RI20_2
14,8/6/20,RI20_2
15,8/6/20,RI20_2
16,8/6/20,RI20_2
17,8/6/20,RI20_2
18,8/6/20,RI20_2
19,8/6/20,RI20_2
20,8/6/20,RI20_2
21,8/6/20,RI20_2
22,8/6/20,RI20_2
23,8/6/20,RI20_2
0,8/7/20,RI20_2
1,8/7/20,RI20_2
2,8/7/20,RI20_2
3,8/7/20,RI20_2
4,8/7/20,RI20_2
5,8/7/20,RI20_2
6,8/7/20,RI20_2
7,8/7/20,RI20_2
8,8/7/20,RI20_2
9,8/7/20,RI20_2
10,8/7/20,RI20_2
11,8/7/20,RI20_2
12,8/7/20,RI20_2
13,8/7/20,RI20_2
14,8/7/20,RI20_2
15,8/7/20,RI20_2
16,8/7/20,RI20_2
17,8/7/20,RI20_2
18,8/7/20,RI20_2
19,8/7/20,RI20_2
20,8/7/20,RI20_2
21,8/7/20,RI20_2
22,8/7/20,RI20_2
23,8/7/20,RI20_2
0,8/8/20,RI20_2
1,8/8/20,RI20_2
2,8/8/20,RI20_2
3,8/8/20,RI20_2
4,8/8/20,RI20_2
5,8/8/20,RI20_2
6,8/8/20,RI20_2
7,8/8/20,RI20_2
8,8/8/20,RI20_2
9,8/8/20,RI20_2
10,8/8/20,RI20_2
11,8/8/20,RI20_2
12,8/8/20,RI20_2
13,8/8/20,RI20_2
14,8/8/20,RI20_2
15,8/8/20,RI20_2
16,8/8/20,RI20_2
17,8/8/20,RI20_2
18,8/8/20,RI20_2
19,8/8/20,RI20_2
20,8/8/20,RI20_2
21,8/8/20,RI20_2
22,8/8/20,RI20_2
23,8/8/20,RI20_2
0,8/9/20,RI20_2
1,8/9/20,RI20_2
2,8/9/20,RI20_2
3,8/9/20,RI20_2
4,8/9/20,RI20_2
5,8/9/20,RI20_2
6,8/9/20,RI20_2
7,8/9/20,RI20_2
8,8/9/20,RI20_2
9,8/9/20,RI20_2
10,8/9/20,RI20_2
11,8/9/20,RI20_2
12,8/9/20,RI20_2
13,8/9/20,RI20_2
14,8/9/20,RI20_2
15,8/9/20,RI20_2
16,8/9/20,RI20_2
17,8/9/20,RI20_2
18,8/9/20,RI20_2
19,8/9/20,RI20_2
20,8/9/20,RI20_2
21,8/9/20,RI20_2
22,8/9/20,RI20_2
23,8/9/20,RI20_2
0,8/10/20,RI20_2
1,8/10/20,RI20_2
2,8/10/20,RI20_2
3,8/10/20,RI20_2
4,8/10/20,RI20_2
5,8/10/20,RI20_2
6,8/10/20,RI20_2
7,8/10/20,RI20_2
8,8/10/20,RI20_2
9,8/10/20,RI20_2
10,8/10/20,RI20_2
11,8/10/20,RI20_2
12,8/10/20,RI20_2
13,8/10/20,RI20_2
14,8/10/20,RI20_2
15,8/10/20,RI20_2
16,8/10/20,RI20_2
17,8/10/20,RI20_2
18,8/10/20,RI20_2
19,8/10/20,RI20_2
20,8/10/20,RI20_2
21,8/10/20,RI20_2
22,8/10/20,RI20_2
23,8/10/20,RI20_2
0,8/11/20,RI20_2
1,8/11/20,RI20_2
2,8/11/20,RI20_2
3,8/11/20,RI20_2
4,8/11/20,RI20_2
5,8/11/20,RI20_2
6,8/11/20,RI20_2
7,8/11/20,RI20_2
8,8/11/20,RI20_2
9,8/11/20,RI20_2
10,8/11/20,RI20_2
11,8/11/20,RI20_2
12,8/11/20,RI20_2
13,8/11/20,RI20_2
14,8/11/20,RI20_2
15,8/11/20,RI20_2
16,8/11/20,RI20_2
17,8/11/20,RI20_2
18,8/11/20,RI20_2
19,8/11/20,RI20_2
20,8/11/20,RI20_2
21,8/11/20,RI20_2
22,8/11/20,RI20_2
23,8/11/20,RI20_2
0,8/12/20,RI20_2
1,8/12/20,RI20_2
2,8/12/20,RI20_2
3,8/12/20,RI20_2
4,8/12/20,RI20_2
5,8/12/20,RI20_2
6,8/12/20,RI20_2
7,8/12/20,RI20_2
8,8/12/20,RI20_2
9,8/12/20,RI20_2
10,8/12/20,RI20_2
11,8/12/20,RI20_2
12,8/12/20,RI20_2
13,8/12/20,RI20_2
14,8/12/20,RI20_2
15,8/12/20,RI20_2
16,8/12/20,RI20_2
17,8/12/20,RI20_2
18,8/12/20,RI20_2
19,8/12/20,RI20_2
20,8/12/20,RI20_2
21,8/12/20,RI20_2
22,8/12/20,RI20_2
23,8/12/20,RI20_2
0,8/13/20,RI20_2
1,8/13/20,RI20_2
2,8/13/20,RI20_2
3,8/13/20,RI20_2
4,8/13/20,RI20_2
5,8/13/20,RI20_2
6,8/13/20,RI20_2
7,8/13/20,RI20_2
8,8/13/20,RI20_2
9,8/13/20,RI20_2
10,8/13/20,RI20_2
11,8/13/20,RI20_2
12,8/13/20,RI20_2
13,8/13/20,RI20_2
14,8/13/20,RI20_2
15,8/13/20,RI20_2
16,8/13/20,RI20_2
17,8/13/20,RI20_2
18,8/13/20,RI20_2
19,8/13/20,RI20_2
20,8/13/20,RI20_2
21,8/13/20,RI20_2
22,8/13/20,RI20_2
23,8/13/20,RI20_2
0,8/14/20,RI20_2
1,8/14/20,RI20_2
2,8/14/20,RI20_2
3,8/14/20,RI20_2
4,8/14/20,RI20_2
5,8/14/20,RI20_2
6,8/14/20,RI20_2
7,8/14/20,RI20_2
8,8/14/20,RI20_2
9,8/14/20,RI20_2
10,8/14/20,RI20_2
11,8/14/20,RI20_2
12,8/14/20,RI20_2
13,8/14/20,RI20_2
14,8/14/20,RI20_2
15,8/14/20,RI20_2
16,8/14/20,RI20_2
17,8/14/20,RI20_2
18,8/14/20,RI20_2
19,8/14/20,RI20_2
20,8/14/20,RI20_2
21,8/14/20,RI20_2
22,8/14/20,RI20_2
23,8/14/20,RI20_2
0,8/15/20,RI20_2
1,8/15/20,RI20_2
2,8/15/20,RI20_2
3,8/15/20,RI20_2
4,8/15/20,RI20_2
5,8/15/20,RI20_2
6,8/15/20,RI20_2
7,8/15/20,RI20_2
8,8/15/20,RI20_2
9,8/15/20,RI20_2
10,8/15/20,RI20_2
11,8/15/20,RI20_2
12,8/15/20,RI20_2
13,8/15/20,RI20_2
14,8/15/20,RI20_2
15,8/15/20,RI20_2
16,8/15/20,RI20_2
17,8/15/20,RI20_2
18,8/15/20,RI20_2
19,8/15/20,RI20_2
20,8/15/20,RI20_2
21,8/15/20,RI20_2
22,8/15/20,RI20_2
23,8/15/20,RI20_2
0,8/16/20,RI20_2
1,8/16/20,RI20_2
