Location,Year,VocalType,DeltaTime,Dur90,Freq5,Freq25,CenterFreq,Freq75,Freq95,BW50,BW90,PeakFreq,AvgPower,PeakPower,AggEntropy,RMSAmp,SNRNIST,Harmonics,Whoops/Bout
LR,2021,Whoop,0.1351,0.0684,210.938,246.094,304.688,363.281,445.312,117.188,234.375,257.812,-88.83,-58.06,4.697,74.452,19.2,0,3
LR,2021,Whoop,0.2498,0.1454,128.906,152.344,187.5,234.375,246.094,82.031,117.188,234.375,-87.37,-51.49,3.584,89.646,19.18,0,4
PHR,2021,MoanGrowl,3.522,3.1985,46.875,70.312,210.938,410.156,492.188,339.844,445.312,58.594,-89.69,-52.72,4.908,68.777,15.78,4,
PHR,2021,MoanBridgeGrowl,2.664,2.2749,117.188,164.062,175.781,175.781,199.219,11.719,82.031,175.781,-97.29,-58.11,2.899,28.686,22.03,3,
PHR,2021,MoanGrowl,4.1113,2.7709,187.5,292.969,351.562,398.438,515.625,105.469,328.125,386.719,-97.04,-62.01,4.973,29.468,22.03,5,
PHR,2021,MoanWhoop,1.9859,1.6506,46.875,58.594,93.75,105.469,257.812,46.875,210.938,58.594,-99.84,-61.33,3.682,21.394,22.83,4,
PHR,2021,MoanGrowl,5.1637,3.532,187.5,292.969,351.562,386.719,457.031,93.75,269.531,363.281,-91.81,-56.54,4.766,53.824,16.71,5,
PHR,2021,MoanGrowl,5.4403,3.9511,164.062,175.781,187.5,210.938,410.156,35.156,246.094,187.5,-100.06,-61.47,3.588,20.818,18.45,4,
PHR,2021,MoanGrowl,1.2187,1.0434,46.875,70.312,93.75,117.188,257.812,46.875,210.938,70.312,-102.74,-60.07,3.767,15.287,20.78,3,
PHR,2021,MoanGrowl,5.9522,4.0024,164.062,187.5,199.219,304.688,375,117.188,210.938,187.5,-101.28,-63.37,4.221,18.108,18.54,5,
PHR,2021,MoanGrowl,3.7394,3.361,58.594,128.906,210.938,246.094,351.562,117.188,292.969,246.094,-108.7,-73.76,4.902,7.713,21.22,3,
PHR,2021,MoanBridgeGrowl,4.0129,3.5406,175.781,187.5,210.938,292.969,398.438,105.469,222.656,199.219,-93.88,-54.88,4.229,42.406,16.77,0,
PHR,2021,BridgeGrowlRumble,3.5491,2.7196,70.312,117.188,175.781,187.5,234.375,70.312,164.062,175.781,-101.01,-61.92,3.769,18.671,23.58,0,
PHR,2021,MoanBridgeGrowl,2.7419,2.463,105.469,175.781,187.5,199.219,234.375,23.438,128.906,187.5,-99.72,-61.61,3.302,21.647,23.48,4,
PHR,2021,MoanGrowl,4.9491,4.3102,70.312,187.5,199.219,222.656,386.719,35.156,316.406,187.5,-101.75,-64.97,3.968,17.158,22.32,3,
PHR,2021,MoanGrowl,6.933,3.113,175.781,199.219,281.25,386.719,445.312,187.5,269.531,210.938,-96.65,-52.73,4.541,30.857,18.58,4,
PHR,2021,MoanGrowl,5.8573,5.3108,58.594,292.969,363.281,421.875,457.031,128.906,398.438,328.125,-86.61,-50.98,4.904,98.014,15.28,7,
PHR,2021,GrowlRumbleWhoop,3.9711,3.2583,140.625,199.219,222.656,281.25,339.844,82.031,199.219,210.938,-96.45,-58.21,4.238,31.553,20.83,0,
PHR,2021,MoanGrowl,3.3057,2.634,164.062,210.938,257.812,304.688,398.438,93.75,234.375,246.094,-93.35,-57.18,4.573,45.055,18.1,5,
PHR,2021,MoanGrowlRumbleWhoop,2.5478,1.9841,128.906,222.656,316.406,386.719,433.594,164.062,304.688,386.719,-98.59,-63.22,4.781,24.674,22.43,5,
PHR,2021,MoanWhoop,1.9461,1.7104,46.875,82.031,93.75,105.469,152.344,23.438,105.469,105.469,-101.98,-62.98,3.068,16.689,25.48,4,
PHR,2021,MoanGrowl,2.4077,2.2235,58.594,128.906,210.938,234.375,304.688,105.469,246.094,222.656,-103.3,-62.16,4.563,14.351,26.51,3,
PHR,2021,MoanGrowl,5.9694,5.5931,46.875,105.469,175.781,257.812,433.594,152.344,386.719,105.469,-108.88,-72.69,4.958,7.546,23.92,3,
PHR,2021,MoanGrowlRumble,4.2207,2.5314,175.781,257.812,339.844,398.438,468.75,140.625,292.969,398.438,-95.07,-59.57,5.034,36.977,22.59,6,
PHR,2021,MoanBridgeGrowl,2.5168,1.8644,117.188,175.781,187.5,199.219,222.656,23.438,105.469,187.5,-96.17,-56.6,2.98,32.585,20.4,4,
PHR,2021,GrowlRumbleWhoop,2.6412,2.1637,105.469,175.781,234.375,292.969,386.719,117.188,281.25,222.656,-95.47,-58.27,4.88,35.339,18.45,0,
PHR,2021,CroakBridgeGrowlWhoop,2.9808,2.5143,164.062,210.938,257.812,316.406,480.469,105.469,316.406,222.656,-86.81,-47.71,4.788,95.689,16.3,0,
PHR,2021,MoanGrowlWhoop,2.0285,1.7532,35.156,46.875,82.031,117.188,222.656,70.312,187.5,128.906,-86.01,-49.3,3.762,104.905,18.5,7,
PHR,2021,MoanBridgeGrowl,2.7795,2.0183,105.469,175.781,199.219,281.25,410.156,105.469,304.688,187.5,-97.77,-57.02,4.376,27.114,19.56,6,
PHR,2021,MoanGrowlRumbleWhoop,4.6924,3.9682,70.312,128.906,187.5,304.688,433.594,175.781,363.281,117.188,-102.44,-61.88,4.901,15.836,30,3,
PHR,2021,MoanGrowlRumble,3.1884,2.6426,70.312,164.062,210.938,257.812,421.875,93.75,351.562,210.938,-104.88,-69.96,4.94,11.943,21.5,3,
PHR,2021,MoanGrowl,2.6507,2.0354,175.781,199.219,281.25,351.562,445.312,152.344,269.531,187.5,-95.93,-60.14,4.603,33.513,20.14,4,
PHR,2021,MoanGrowl,3.5851,2.3518,117.188,187.5,199.219,269.531,433.594,82.031,316.406,128.906,-97.04,-58.44,4.357,29.479,19,5,
PHR,2021,MoanWhoop,1.9701,1.6506,46.875,70.312,93.75,105.469,257.812,35.156,210.938,58.594,-99.79,-61.36,3.681,21.474,22.75,4,
PHR,2021,Croak,0.1734,0.0855,128.906,246.094,281.25,328.125,375,82.031,246.094,269.531,-89.37,-55.84,4.285,70.881,21.57,0,
PHR,2021,Croak,0.3888,0.1967,164.062,187.5,199.219,246.094,316.406,58.594,152.344,187.5,-91.92,-56.22,3.728,53.497,21.83,0,
PHR,2021,Croak,0.4082,0.2053,175.781,199.219,210.938,234.375,433.594,35.156,257.812,210.938,-92.13,-54.95,3.879,52.019,21,0,
PHR,2021,Croak,0.1704,0.1112,105.469,187.5,210.938,316.406,433.594,128.906,328.125,199.219,-101.05,-67.72,4.66,18.672,18.94,0,
PHR,2021,Croak,0.3035,0.1625,117.188,152.344,187.5,187.5,210.938,35.156,93.75,187.5,-98.07,-60.56,3.248,26.369,22.26,0,
PHR,2021,Croak,0.2873,0.1368,152.344,199.219,210.938,257.812,339.844,58.594,187.5,199.219,-90.89,-55.27,3.809,59.362,21.19,0,
PHR,2021,Croak,0.452,0.1625,128.906,210.938,246.094,257.812,304.688,46.875,175.781,246.094,-89.39,-50.5,3.717,70.566,23.05,0,
PHR,2021,Croak,0.1585,0.0855,164.062,164.062,175.781,187.5,292.969,23.438,128.906,175.781,-90.96,-53.87,2.759,60.178,19.97,0,
PHR,2021,Croak,0.3507,0.1881,140.625,187.5,199.219,210.938,457.031,23.438,316.406,199.219,-87.18,-51.49,3.765,91.816,19.98,0,
PHR,2021,Croak,0.1372,0.0684,210.938,234.375,246.094,246.094,292.969,11.719,82.031,246.094,-78.99,-42.06,2.696,236.065,21.31,0,
PHR,2021,Croak,0.4005,0.1625,175.781,210.938,246.094,281.25,339.844,70.312,164.062,246.094,-86.81,-51.6,3.98,95.916,23.87,0,
PHR,2021,Croak,0.347,0.1881,164.062,257.812,304.688,328.125,375,70.312,210.938,316.406,-94.78,-59.93,4.415,38.004,19.94,0,
PHR,2021,Croak,0.1507,0.0684,199.219,234.375,257.812,269.531,292.969,35.156,93.75,269.531,-84.24,-49.85,3.427,130.282,20.94,0,
PHR,2021,Croak,0.3322,0.1881,70.312,128.906,152.344,234.375,292.969,105.469,222.656,128.906,-89.71,-53.19,4.438,68.731,18.4,0,
PHR,2021,Croak,0.3721,0.2052,164.062,187.5,222.656,281.25,375,93.75,210.938,187.5,-93.27,-58.75,4.41,45.29,20.66,0,
PHR,2021,Croak,0.1703,0.0941,164.062,187.5,199.219,210.938,234.375,23.438,70.312,199.219,-97.97,-62.22,2.855,26.588,23.39,0,
PHR,2021,Croak,0.2573,0.1112,210.938,222.656,234.375,257.812,304.688,35.156,93.75,246.094,-89.15,-52.58,3.216,73.06,21.77,0,
PHR,2021,Croak,0.3478,0.1368,175.781,210.938,234.375,257.812,281.25,46.875,105.469,246.094,-88.42,-49.7,3.503,78.966,23.51,0,
PHR,2021,Croak,0.1273,0.0684,199.219,210.938,222.656,222.656,328.125,11.719,128.906,222.656,-89.5,-53.04,2.633,70.732,18.97,0,
PHR,2021,Croak,0.1263,0.0684,187.5,246.094,269.531,269.531,292.969,23.438,105.469,269.531,-87.01,-51.18,3.164,91.533,18.26,0,
PHR,2021,Growl,3.0071,2.5998,175.781,199.219,257.812,316.406,398.438,117.188,222.656,363.281,-95.59,-60.62,4.59,34.878,10.77,0,
PHR,2021,Growl,3.732,2.6939,152.344,199.219,210.938,257.812,316.406,58.594,164.062,199.219,-89.05,-54.42,3.962,73.993,10.6,0,
PHR,2021,Growl,3.6749,2.9334,152.344,187.5,199.219,257.812,328.125,70.312,175.781,187.5,-87.39,-51.74,3.83,89.588,10.88,0,
PHR,2021,Growl,3.3074,2.5485,152.344,199.219,269.531,328.125,398.438,128.906,246.094,339.844,-90.06,-57.07,4.639,65.875,10.9,0,
PHR,2021,Growl,2.4273,1.9328,164.062,187.5,199.219,222.656,316.406,35.156,152.344,199.219,-92.45,-56.73,3.453,49.938,11,0,
PHR,2021,Growl,3.4911,2.6597,152.344,199.219,222.656,292.969,386.719,93.75,234.375,363.281,-87.51,-53.5,4.356,88.368,10.89,0,
PHR,2021,Growl,4.3131,3.7373,175.781,187.5,199.219,257.812,375,70.312,199.219,187.5,-89.35,-54.1,3.891,71.533,10.88,0,
PHR,2021,Growl,4.1777,2.9419,164.062,175.781,187.5,187.5,269.531,11.719,105.469,187.5,-95.53,-56.22,2.561,35.12,10.99,0,
PHR,2021,Growl,4.9707,3.8142,164.062,187.5,199.219,199.219,328.125,11.719,164.062,187.5,-98.19,-60.69,3.135,25.837,11.35,0,
PHR,2021,Growl,4.5522,3.6432,164.062,187.5,187.5,199.219,222.656,11.719,58.594,187.5,-98.83,-61.22,2.363,24,11.62,0,
PHR,2021,Growl,3.0741,2.4288,140.625,187.5,187.5,187.5,199.219,0,58.594,187.5,-96.75,-59.67,2.255,30.455,10.93,0,
PHR,2021,Growl,5.3287,4.6096,140.625,257.812,304.688,339.844,468.75,82.031,328.125,292.969,-87.07,-44.89,4.791,92.913,10.59,0,
PHR,2021,Growl,3.5943,3.1044,175.781,187.5,199.219,269.531,375,82.031,199.219,210.938,-88.57,-53.1,4.048,78.209,10.6,0,
PHR,2021,Growl,4.5768,3.8826,187.5,199.219,199.219,210.938,304.688,11.719,117.188,199.219,-96.25,-59.77,3.173,32.277,10.58,0,
PHR,2021,Growl,4.3515,3.609,164.062,187.5,187.5,199.219,281.25,11.719,117.188,187.5,-86.92,-49.7,3.119,94.471,10.76,0,
PHR,2021,Growl,4.0567,3.4379,164.062,199.219,269.531,339.844,398.438,140.625,234.375,304.688,-90.47,-57.4,4.606,62.819,10.64,0,
PHR,2021,Growl,4.0374,3.4037,175.781,187.5,199.219,210.938,363.281,23.438,187.5,187.5,-91.55,-55.78,3.08,55.469,10.59,0,
PHR,2021,Growl,4.8437,4.3359,164.062,187.5,199.219,222.656,468.75,35.156,304.688,199.219,-88.04,-50.8,3.799,83.076,10.82,0,
PHR,2021,Growl,4.6843,3.6859,175.781,210.938,269.531,316.406,386.719,105.469,210.938,246.094,-89.16,-52.91,4.464,72.982,10.56,0,
PHR,2021,Growl,2.7147,2.2406,117.188,187.5,199.219,246.094,304.688,58.594,187.5,175.781,-87.06,-51.78,3.952,92.977,10.72,0,
PHR,2021,Moan,0.9148,0.5815,58.594,70.312,93.75,105.469,140.625,35.156,82.031,105.469,-92.57,-58.35,2.869,49.105,18.11,6,
PHR,2021,Moan,1.3068,1.0177,58.594,70.312,93.75,93.75,128.906,23.438,70.312,93.75,-107.92,-74.26,2.977,8.437,25.95,5,
PHR,2021,Moan,1.0006,0.6585,46.875,58.594,70.312,93.75,105.469,35.156,58.594,93.75,-95.62,-60.52,2.571,34.745,21.34,7,
PHR,2021,Moan,0.3957,0.2993,23.438,58.594,93.75,105.469,210.938,46.875,187.5,93.75,-107.34,-75.44,3.77,9.084,25.47,8,
PHR,2021,Moan,0.4168,0.325,46.875,58.594,82.031,93.75,152.344,35.156,105.469,93.75,-109.88,-76.26,3.281,6.762,25.54,5,
PHR,2021,Moan,1.0465,0.7355,35.156,58.594,70.312,93.75,128.906,35.156,93.75,105.469,-107.7,-73.12,3.118,8.638,22.11,4,
PHR,2021,Moan,1.3279,0.821,46.875,70.312,93.75,105.469,152.344,35.156,105.469,105.469,-108.35,-73.8,3.372,8.015,23.74,5,
PHR,2021,Moan,1.3853,0.8723,23.438,70.312,93.75,105.469,281.25,35.156,257.812,93.75,-110.65,-75.52,3.188,6.159,28.79,4,
PHR,2021,Moan,1.1233,0.7611,0,58.594,82.031,93.75,304.688,35.156,304.688,93.75,-111.91,-77.6,3.484,5.322,23.52,4,
PHR,2021,Moan,0.7891,0.5217,58.594,93.75,128.906,152.344,175.781,58.594,117.188,128.906,-96.93,-60.7,3.669,29.837,21.33,7,
PHR,2021,Moan,0.7454,0.496,11.719,58.594,82.031,93.75,515.625,35.156,503.906,93.75,-110,-75.94,3.417,6.663,23.57,4,
PHR,2021,Moan,0.4481,0.3592,46.875,58.594,70.312,93.75,222.656,35.156,175.781,58.594,-109.12,-74.44,3.312,7.326,24.1,7,
PHR,2021,Moan,0.638,0.496,46.875,58.594,82.031,93.75,328.125,35.156,281.25,82.031,-106.06,-71.94,3.288,10.465,24.66,5,
PHR,2021,Moan,0.4348,0.3164,0,58.594,93.75,93.75,128.906,35.156,128.906,93.75,-111.25,-77.12,3.221,5.711,29.24,4,
PHR,2021,Moan,0.6239,0.5131,35.156,70.312,105.469,339.844,796.875,269.531,761.719,117.188,-111.88,-80.38,5.127,5.338,29.84,5,
PHR,2021,Moan,0.2833,0.2395,0,58.594,82.031,93.75,140.625,35.156,140.625,93.75,-108.33,-74.8,3.488,8.026,22.16,5,
PHR,2021,Whoop,0.125,0.0513,187.5,246.094,304.688,339.844,386.719,93.75,199.219,328.125,-86.61,-55.28,4.44,96.389,18.98,0,2
PHR,2021,Whoop,0.1746,0.0684,175.781,210.938,246.094,269.531,292.969,58.594,117.188,257.812,-82.73,-47.94,3.737,151.715,26.43,0,4
PHR,2021,Whoop,0.1496,0.0684,93.75,175.781,222.656,257.812,292.969,82.031,199.219,257.812,-86.11,-53.19,4.215,105.518,24.01,0,5
PHR,2021,Whoop,0.1199,0.0599,187.5,234.375,257.812,281.25,328.125,46.875,140.625,257.812,-88.68,-55.2,3.768,77.227,20.3,0,4
PHR,2021,Whoop,0.172,0.1026,128.906,199.219,339.844,375,457.031,175.781,328.125,351.562,-100.45,-67.57,4.707,20.108,21.05,0,5
PHR,2021,Whoop,0.0955,0.0428,175.781,222.656,281.25,351.562,410.156,128.906,234.375,363.281,-88.98,-60.52,4.709,74.933,18.97,0,3
PHR,2021,Whoop,0.0998,0.0428,210.938,246.094,269.531,281.25,328.125,35.156,117.188,257.812,-93.48,-59.95,3.561,46.534,19.97,0,2
PHR,2021,Whoop,0.1261,0.0599,164.062,210.938,234.375,257.812,292.969,46.875,128.906,234.375,-100.43,-66.39,3.755,20.149,24.91,0,3
PHR,2021,Whoop,0.3013,0.1796,175.781,257.812,304.688,339.844,503.906,82.031,328.125,304.688,-97.55,-62.35,4.666,27.797,21.38,0,4
PHR,2021,Whoop,0.1278,0.0684,140.625,187.5,199.219,222.656,257.812,35.156,117.188,199.219,-90.58,-56.14,3.549,62.285,20.43,0,2
PHR,2021,Whoop,0.137,0.0684,187.5,210.938,234.375,246.094,281.25,35.156,93.75,222.656,-94.02,-59.89,3.329,41.755,21.43,0,3
PHR,2021,Whoop,0.2341,0.1026,128.906,164.062,187.5,199.219,222.656,35.156,93.75,187.5,-96.45,-59.54,3.482,31.42,23.18,3,
PHR,2021,Whoop,0.0893,0.0684,210.938,257.812,398.438,445.312,480.469,187.5,269.531,433.594,-96.72,-67.12,4.557,32.192,20.17,0,1
PHR,2021,Whoop,0.1376,0.0855,199.219,304.688,351.562,433.594,550.781,128.906,351.562,339.844,-83.89,-53.28,5.062,138.027,19.74,0,5
PHR,2021,Whoop,0.1422,0.0599,175.781,199.219,234.375,281.25,328.125,82.031,152.344,234.375,-85.44,-53.03,4.029,113.371,23.33,0,5
PHR,2021,Whoop,0.1873,0.0941,82.031,152.344,187.5,199.219,234.375,46.875,152.344,187.5,-87.49,-52.61,3.811,88.891,22.45,0,2
PHR,2021,Whoop,0.1895,0.0941,70.312,199.219,234.375,257.812,292.969,58.594,222.656,234.375,-93.85,-59.97,3.888,42.446,24.4,0,3
PHR,2021,Whoop,0.1843,0.0855,117.188,175.781,199.219,222.656,257.812,46.875,140.625,210.938,-90.14,-54.67,3.759,66.111,24.2,0,4
PHR,2021,Whoop,0.1616,0.0684,199.219,257.812,328.125,386.719,527.344,128.906,328.125,375,-84.93,-55.02,4.865,116.474,25.2,0,5
PHR,2021,Whoop,0.1253,0.0599,152.344,222.656,281.25,339.844,398.438,117.188,246.094,351.562,-85.1,-55.81,4.758,118.443,25.02,0,1
RI,2020,Croak,0.1777,0.1112,11.719,175.781,187.5,210.938,292.969,35.156,281.25,187.5,-98.36,-62.57,3.858,24.971,23.98,0,
RI,2020,Croak,0.4735,0.3335,117.188,234.375,292.969,316.406,468.75,82.031,351.562,292.969,-91.25,-55.38,4.745,57.756,20.69,0,
RI,2020,Growl,0.7461,0.573,23.438,175.781,222.656,281.25,339.844,105.469,316.406,199.219,-102.66,-67.73,4.67,15.478,27.78,0,
RI,2020,Growl,1.8263,1.5736,0,128.906,187.5,222.656,304.688,93.75,304.688,187.5,-102.57,-66.37,4.514,15.549,26.34,0,
RI,2020,Growl,3.1164,2.1124,128.906,199.219,222.656,257.812,375,58.594,246.094,257.812,-103.65,-62.25,4.471,13.765,28.23,0,
RI,2020,Growl,2.6866,0.9835,140.625,246.094,281.25,304.688,375,58.594,234.375,316.406,-93.34,-50.2,4.148,45.151,26.11,0,
RI,2020,Growl,0.5439,0.2395,175.781,257.812,292.969,304.688,339.844,46.875,164.062,304.688,-84.73,-43.98,3.874,122.073,23.96,0,
RI,2020,Growl,3.9926,3.3781,128.906,222.656,269.531,292.969,328.125,70.312,199.219,292.969,-95.44,-52.43,4.229,35.46,22.61,0,
RI,2020,Growl,0.7033,0.4704,117.188,222.656,269.531,304.688,433.594,82.031,316.406,292.969,-89.39,-55.59,4.7,71.038,20.76,0,
RI,2020,GrowlRumbleWhoop,2.6023,2.2492,93.75,128.906,199.219,234.375,316.406,105.469,222.656,117.188,-98.31,-59.18,4.503,25.483,24.52,0,
RI,2020,Growl,0.5084,0.3335,117.188,234.375,292.969,316.406,468.75,82.031,351.562,292.969,-91.48,-55.23,4.747,55.748,21.28,0,
RI,2020,Whoop,0.1495,0.0855,128.906,152.344,175.781,199.219,222.656,46.875,93.75,199.219,-98.36,-63.83,3.584,25.031,24.49,0,1
RI,2020,Whoop,0.1498,0.0684,152.344,175.781,187.5,199.219,222.656,23.438,70.312,187.5,-84.2,-47.4,2.833,127.466,21.47,0,3
RI,2020,Whoop,0.2219,0.1368,175.781,234.375,292.969,316.406,351.562,82.031,175.781,316.406,-81.36,-46.2,4.301,180.301,20.9,0,3
RI,2020,Whoop,0.1192,0.077,82.031,117.188,164.062,292.969,328.125,175.781,246.094,292.969,-95.6,-64.9,4.436,35.195,21.89,0,3
RI,2020,GrowlRumbleWhoop,2.5379,2.2492,128.906,164.062,234.375,304.688,492.188,140.625,363.281,175.781,-90.38,-46.88,4.981,63.541,21.36,0,1
RI,2020,MoanGrowlRumbleWhoop,1.8948,0.7953,117.188,152.344,175.781,210.938,304.688,58.594,187.5,164.062,-91.88,-46.63,4.065,53.349,25.13,5,1
RI,2020,MoanGrowlRumbleWhoop,3.1966,2.7709,0,23.438,140.625,199.219,480.469,175.781,480.469,164.062,-102.57,-59.85,4.853,15.604,26.32,3,1
RI,2020,MoanGrowlWhoop,0.7888,0.5901,58.594,128.906,187.5,246.094,304.688,117.188,246.094,140.625,-87.67,-49.75,4.538,86.657,21.37,6,
RI,2020,Croak,0.2744,0.1454,175.781,187.5,199.219,234.375,257.812,46.875,82.031,187.5,-87.04,-49.91,3.011,93.186,20.83,0,
RI,2020,Croak,0.2374,0.1026,175.781,187.5,199.219,234.375,246.094,46.875,70.312,187.5,-87.81,-50.56,3.136,85.692,21.95,0,
RI,2020,Croak,0.117,0.0684,164.062,187.5,199.219,246.094,269.531,58.594,105.469,199.219,-95.75,-61.89,3.441,34.652,22.88,0,
RI,2020,Croak,0.3784,0.2395,93.75,152.344,292.969,316.406,363.281,164.062,269.531,304.688,-95.68,-59.74,4.429,34.436,21.93,0,
RI,2020,Growl,0.6058,0.3592,175.781,257.812,281.25,316.406,503.906,58.594,328.125,257.812,-99.52,-63.68,4.512,22.197,23.91,0,
RI,2020,Croak,0.2735,0.171,58.594,210.938,222.656,316.406,433.594,105.469,375,222.656,-85.21,-49.63,4.226,115.165,18.61,0,
RI,2020,Croak,0.234,0.1283,117.188,222.656,234.375,257.812,339.844,35.156,222.656,234.375,-92.46,-54.97,3.85,49.663,20.96,0,
RI,2020,Croak,0.3468,0.2651,82.031,93.75,128.906,210.938,468.75,117.188,386.719,105.469,-102.17,-67.84,4.58,16.256,24.18,0,
RI,2020,Croak,0.4425,0.3164,82.031,199.219,281.25,316.406,421.875,117.188,339.844,304.688,-102.46,-65.29,4.855,15.857,25.43,0,
RI,2020,Growl,6.6022,3.6432,105.469,199.219,257.812,304.688,351.562,105.469,246.094,222.656,-101.46,-59.87,4.606,17.732,20.97,0,
RI,2020,Growl,3.6608,3.3353,152.344,175.781,187.5,199.219,304.688,23.438,152.344,187.5,-93.05,-55.16,3.47,46.658,19.64,0,
RI,2020,Growl,1.5549,0.8124,105.469,175.781,199.219,222.656,246.094,46.875,140.625,175.781,-94.45,-55.29,3.708,39.765,23.1,0,
RI,2020,Growl,2.7795,2.4202,152.344,164.062,175.781,222.656,257.812,58.594,105.469,175.781,-92.77,-56.68,3.328,48.225,18.7,0,
RI,2020,Growl,3.9149,3.1728,105.469,187.5,234.375,269.531,609.375,82.031,503.906,246.094,-105.23,-70.26,4.817,11.482,26.37,0,
RI,2020,Growl,3.9972,3.5149,140.625,175.781,222.656,246.094,339.844,70.312,199.219,246.094,-103.17,-60.21,4.286,14.568,25.43,0,
RI,2020,Growl,2.846,2.3091,222.656,292.969,363.281,445.312,550.781,152.344,328.125,328.125,-91.02,-52.95,5.126,58.973,18.85,0,
RI,2020,Growl,3.2752,2.8136,222.656,234.375,375,445.312,527.344,210.938,304.688,421.875,-89.64,-52.04,4.623,69.158,18.03,0,
RI,2020,Growl,3.3634,2.9505,82.031,164.062,187.5,222.656,316.406,58.594,234.375,164.062,-101.3,-60.89,4.426,18.082,24.81,0,
RI,2020,Growl,3.1239,2.7965,199.219,222.656,246.094,363.281,492.188,140.625,292.969,222.656,-104.94,-67.91,4.581,11.882,25.16,0,
RI,2020,Growl,2.4081,2.0268,199.219,246.094,292.969,386.719,527.344,140.625,328.125,234.375,-104.66,-66.1,4.901,12.249,25.91,0,
RI,2020,Growl,0.6346,0.4447,70.312,222.656,246.094,363.281,433.594,140.625,363.281,234.375,-86.39,-51.06,4.64,100.412,18.54,0,
RI,2020,Growl,2.3188,1.9413,175.781,210.938,222.656,339.844,410.156,128.906,234.375,199.219,-98.68,-56.8,4.116,24.403,22.93,0,
RI,2020,Growl,0.6179,0.3506,175.781,257.812,281.25,316.406,503.906,58.594,328.125,257.812,-99.64,-63.69,4.518,21.986,24.08,0,
RI,2020,Growl,3.0302,2.6426,164.062,281.25,421.875,480.469,656.25,199.219,492.188,433.594,-106.53,-73.09,5.35,9.882,26.03,0,
RI,2020,Growl,0.7828,0.5302,210.938,234.375,304.688,421.875,527.344,187.5,316.406,433.594,-97.42,-61.96,4.775,28.314,21.3,0,
RI,2020,Growl,0.8575,0.4533,187.5,222.656,246.094,304.688,433.594,82.031,246.094,222.656,-98.5,-62.09,4.106,25.017,23.24,0,
RI,2020,Moan,0.4426,0.3506,35.156,46.875,82.031,93.75,269.531,46.875,234.375,46.875,-102.69,-70.09,3.847,15.44,25.28,7,
RI,2020,Moan,0.2769,0.2052,35.156,82.031,105.469,128.906,234.375,46.875,199.219,117.188,-94.82,-60.73,3.832,37.901,20.85,7,
RI,2020,Moan,0.6785,0.5901,23.438,58.594,82.031,117.188,820.312,58.594,796.875,93.75,-109.77,-76.19,4.524,6.868,27.89,3,
RI,2020,Whoop,0.1277,0.0684,164.062,187.5,199.219,269.531,421.875,82.031,257.812,187.5,-92.18,-58.03,4.035,51.713,21.7,0,5
RI,2020,Whoop,0.1431,0.0428,316.406,351.562,363.281,398.438,656.25,46.875,339.844,363.281,-91.75,-57.29,4.194,54.645,24.98,0,1
RI,2020,Whoop,0.0982,0.0599,199.219,234.375,257.812,281.25,375,46.875,175.781,257.812,-86.56,-53.76,3.895,96.553,19.04,0,4
RI,2020,Whoop,0.1021,0.0513,187.5,257.812,281.25,304.688,386.719,46.875,199.219,292.969,-89.64,-57.86,4.24,66.579,20.34,0,4
RI,2020,Whoop,0.0999,0.0599,175.781,234.375,257.812,281.25,339.844,46.875,164.062,257.812,-81.84,-49.36,3.889,165.331,17.52,0,7
RI,2020,Whoop,0.121,0.0599,164.062,199.219,281.25,339.844,421.875,140.625,257.812,187.5,-82.18,-51.18,4.676,162.81,21.28,0,2
RI,2020,Whoop,0.1181,0.0599,105.469,175.781,304.688,339.844,457.031,164.062,351.562,316.406,-80.08,-47.89,4.756,209.748,21.66,0,1
RI,2020,Whoop,0.1053,0.0599,164.062,199.219,222.656,269.531,363.281,70.312,199.219,199.219,-87.12,-54.6,4.221,95.046,19.99,0,5
RI,2020,Whoop,0.1189,0.077,152.344,187.5,199.219,292.969,363.281,105.469,210.938,187.5,-85.64,-52.41,4.141,109.961,18.6,0,4
RI,2020,Whoop,0.0974,0.0684,140.625,199.219,257.812,292.969,339.844,93.75,199.219,269.531,-89,-59.4,4.329,74.162,18.44,0,2
RI,2020,Whoop,0.1001,0.0684,175.781,199.219,222.656,257.812,304.688,58.594,128.906,199.219,-91.57,-59.21,3.846,55.088,19.72,0,2
RI,2020,Whoop,0.1236,0.0855,128.906,164.062,187.5,222.656,269.531,58.594,140.625,164.062,-101.38,-68.52,4.07,18.269,23.39,0,5
RI,2020,Whoop,0.0832,0.0599,164.062,187.5,210.938,234.375,269.531,46.875,105.469,210.938,-94.05,-62.48,3.674,42.835,19.94,0,2
RI,2020,Whoop,0.0739,0.0513,175.781,199.219,363.281,410.156,503.906,210.938,328.125,187.5,-89.69,-60.12,4.732,70.941,19.68,0,5
RI,2020,Whoop,0.089,0.0599,175.781,222.656,328.125,597.656,679.688,375,503.906,222.656,-89.59,-60.94,5.179,68.45,18.11,0,5
RI,2020,Whoop,0.105,0.0684,175.781,210.938,281.25,339.844,667.969,128.906,492.188,222.656,-88.03,-56.89,4.736,85.705,20.21,0,5
RI,2020,Whoop,0.1686,0.0941,257.812,339.844,433.594,585.938,632.812,246.094,375,621.094,-92.86,-61.48,5.038,47.007,21.26,0,3
